Compound_Name,File_Name,Pose_Number,Affinity,CNNaffinity,CNNvariance,Intramolecular_energy,SMILES
 ZINC000009828663,IHAAMN.xaa_ligand_2888_docked.pdbqt,1.0,-5.53189,5.24042,0.23883,-1.15901,C1(=NC(=[C]S1)[C]C(=O)NC1=[C][C]=C(C(=[C]1)F)[C])NS(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000009828657,IHAAMN.xaa_ligand_2889_docked.pdbqt,8.0,-5.34059,5.45605,0.064,-1.10202,C1(=NC(=[C]S1)[C]C(=O)NC1=[C]C(=[C]C(=[C]1)[C])[C])NS(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000009828675,IHAAMN.xaa_ligand_2890_docked.pdbqt,1.0,-5.29139,5.40917,0.19369,-1.23224,C1(=NC(=[C]S1)[C]C(=O)NC1=[C]C(=[C][C]=[C]1)S[C])NS(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000009828654,IHAAMN.xaa_ligand_2891_docked.pdbqt,6.0,-4.77472,5.3067,0.20721,-1.47839,C1(=NC(=[C]S1)[C]C(=O)NC1=C([C]=[C][C]=[C]1)S[C])NS(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000012193674,IHAAMN.xaa_ligand_2892_docked.pdbqt,5.0,-5.51106,5.12094,0.3363,-0.92547,[C]([C]1[C][C][C]N([C]1)[C]C1=C([C]=C([C]=[C]1)F)F)[C]C(=O)N1[C][C]N([C][C]1)C1=N[C]=[C][C]=[C]1	
 ZINC000020989805,IHAAMN.xaa_ligand_2893_docked.pdbqt,5.0,-5.37182,5.27479,0.20324,-0.55882,S(=O)(=O)(c1c(c([C])n(c1[C])[C])C(=O)N1[C][C][C][C]1)NC1=[C][C]=C([C]=[C]1)OC(F)(F)F	
 ZINC000009833875,IHAAMN.xaa_ligand_2894_docked.pdbqt,9.0,-4.69567,5.09785,0.18645,-1.53984,C1(=[C]NC2=C([C]=C([C]=[C]2)S(=O)(=O)NC2=C([C]=[C][C]=[C]2)F)C1=O)C(=O)N([C][C])[C][C][C][C]	
 ZINC000009834275,IHAAMN.xaa_ligand_2895_docked.pdbqt,8.0,-5.11649,5.58809,0.08156,-1.43608,O=C(N1[C][C][C]([C][C]1)c1nc2[C]=[C][C]=[C]c2s1)[C]S[C]1N=C([N]N1)C1=[C][C]=N[C]=[C]1	
 ZINC000015976818,IHAAMN.xaa_ligand_2896_docked.pdbqt,2.0,-5.54367,5.46572,0.03463,-0.63304,C1(=C([C]=[C]C(=[C]1)C(=O)N[C]C1=[C][C]=[C][C]=C1F)[C])S(=O)(=O)NC1=[C][C]=[C][C]=C1O[C]	
 ZINC000000854187,IHAAMN.xaa_ligand_2897_docked.pdbqt,9.0,-4.89314,4.98969,0.1416,-1.02114,C1(=[C]C(=C([C]=[C]1)O[C])S(=O)(=O)NC1=[C][C]=C([C]=[C]1)O[C])C(=O)NC1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000015996504,IHAAMN.xaa_ligand_2898_docked.pdbqt,2.0,-6.64376,5.7648,0.09781,-0.90081,[C]C1=[C][C]=C2NC(=O)[C@]3([C]4C(=O)N(C(=O)[C]4[C]4[C][C][C][N@]34)C3=[C][C]=C4[C]=[C][C]=[C]C4=[C]3)C2=[C]1	
 ZINC000016000534,IHAAMN.xaa_ligand_2899_docked.pdbqt,4.0,-5.79794,5.41356,0.01318,-0.83919,N1(C(=O)[C]2[C]([C]3[C][C][C][N@@]3[C@]32C(=O)NC2=C([C])C(=[C][C]=C32)[C])C1=O)C1=C([C])[C]=[C]C(=[C]1)Cl	
 ZINC000016000819,IHAAMN.xaa_ligand_2900_docked.pdbqt,5.0,-5.66641,5.60552,0.02909,-0.76953,[C]C1=[C]C2=C(C(=[C]1)[C])NC(=O)[C@@]12[C]2C(=O)N(C(=O)[C]2[C]2[C][C][C][N@]12)C1=[C][C]=[C]C(=C1[C])Cl	
 ZINC000020989962,IHAAMN.xaa_ligand_2901_docked.pdbqt,2.0,-5.01875,5.24136,0.21038,-0.93037,[C]c1c(c(c([C])n1[C])S(=O)(=O)NC1=[C][C]=C(C(=[C]1)F)F)C(=O)N1[C][C][C][C][C][C]1	
 ZINC000021154510,IHAAMN.xaa_ligand_2902_docked.pdbqt,9.0,-4.87178,5.43895,0.22442,-0.68648,[C]c1c(c(c([C])n1[C])S(=O)(=O)NC1=[C][C]=C(C(=[C]1)N([C])[C])[C])C(=O)N1[C][C][C][C][C][C]1	
 ZINC000016001813,IHAAMN.xaa_ligand_2903_docked.pdbqt,4.0,-5.45379,5.71006,0.75218,-0.63231,[C]C1=[C]C2=C(C(=[C]1)[C])NC(=O)[C@@]12[C]2C(=O)N(C(=O)[C]2[C]2[C][C][C][N@]12)C1=[C]C(=[C][C]=C1[C])Cl	
 ZINC000009896643,IHAAMN.xaa_ligand_2904_docked.pdbqt,5.0,-5.37424,5.35745,0.0764,-0.81802,C1(=[C][C]=[C]C(=[C]1)C(=O)N1[C][C]C2=C([C]=[C]S2)[C]1)S(=O)(=O)NC1=[C][C]=[C][C]=C1O[C]	
 ZINC000009908441,IHAAMN.xaa_ligand_2905_docked.pdbqt,2.0,-5.94791,5.65401,0.18572,-1.33678,N(C1=C([C]=[C]C(=[C]1)C(F)(F)F)N1[C]=[C][C]=N1)S(=O)(=O)C1=[C]C2=C([C]=[C]1)O[C][C][C]O2	
 ZINC000016007610,IHAAMN.xaa_ligand_2906_docked.pdbqt,7.0,-5.43832,5.48528,0.0529,2.68544,[C]1([C]([C@@]2([C]3[C]=[C]C4=[C]C(=[C][C]=C4N13)F)C(=O)NC1=C2[C]=[C][C]=[C]1)C(=O)C1=[C][C]=[C]O1)C(=O)[C]	
 ZINC000016007610,IHAAMN.xaa_ligand_2907_docked.pdbqt,1.0,-7.1641,5.55792,0.06736,0.18844,[C]1([C]([C@@]2([C]3[C]=[C]C4=[C]C(=[C][C]=C4N13)F)C(=O)NC1=[C][C]=[C][C]=C21)C(=O)C1=[C][C]=[C]O1)C(=O)[C]	
 ZINC000009919609,IHAAMN.xaa_ligand_2908_docked.pdbqt,8.0,-5.67484,5.25555,0.28148,-0.86093,C1(=[C][C]=C([C]=[C]1)C(=O)N[C][C][C][NH]1[C][C][C]([C][C]1)[C])S(=O)(=O)[N]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000009917520,IHAAMN.xaa_ligand_2909_docked.pdbqt,3.0,-5.67127,5.36379,0.04594,-0.95162,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)F)C(=O)N[C]C1=C([C]=[C][C]=[C]1)[C][NH]([C])[C]	
 ZINC000009454399,IHAAMN.xaa_ligand_2910_docked.pdbqt,4.0,-5.50455,5.47505,0.0108,-1.74491,O(C(=O)/C(=[C]/C1=[C][C]=C([C]=[C]1)F)/C1=[C][C]=[C]S1)[C]C(=O)NC(=O)C1=[C][C]=[C][C]=C1O[C]	
 ZINC000016009820,IHAAMN.xaa_ligand_2911_docked.pdbqt,6.0,-5.61582,5.74017,0.04881,-0.88995,C1(=C2C(=[C][C]=[C]1)[C@@]1([C]3C(=O)N(C(=O)[C]3[C]3[C][C][C][N@]13)C1=[C][C]=[C]C(=C1[C])Cl)C(=O)N2)[C][C]	
 ZINC000009939080,IHAAMN.xaa_ligand_2912_docked.pdbqt,5.0,-5.3637,5.60993,0.04134,-1.15657,C1(=[C]N=C(NC1=O)S[C]C(=O)NC1=[C][C]=C([C]=[C]1)[C])S(=O)(=O)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000009939072,IHAAMN.xaa_ligand_2913_docked.pdbqt,6.0,-5.27359,5.45231,0.05626,-1.15693,C1(=[C]N=C(NC1=O)S[C]C(=O)NC1=C([C]=[C][C]=[C]1)[C])S(=O)(=O)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000016010326,IHAAMN.xaa_ligand_2914_docked.pdbqt,5.0,-5.34489,5.60429,0.06849,-1.10458,C1(=[C][C]=C2NC(=O)[C@]3([C]4C(=O)N(C(=O)[C]4[C]4[C][C][C][N@]34)C3=[C][C]=[C]C(=C3[C])Cl)C2=[C]1)[C][C]	
 ZINC000016010421,IHAAMN.xaa_ligand_2915_docked.pdbqt,4.0,-5.50148,5.42073,0.04806,-0.75274,[C]1(N[C@@]2([C]3C(=O)N(C(=O)[C]13)C1=C([C]=C([C]=[C]1)Cl)Cl)C(=O)NC1=C2[C]=[C][C]=[C]1)[C]([C])[C]	
 ZINC000016012574,IHAAMN.xaa_ligand_2916_docked.pdbqt,8.0,-4.72576,5.48878,0.21489,-0.95763,[C]1(N[C@@]2([C]3C(=O)N(C(=O)[C]13)C1=[C]C(=C([C]=[C]1)Cl)Cl)C(=O)NC1=C2[C]=[C][C]=[C]1)[C]([C])[C]	
 ZINC000016011915,IHAAMN.xaa_ligand_2917_docked.pdbqt,8.0,-5.22727,5.7006,0.10885,-1.12672,C1(=[C][C]=C2NC(=O)[C@]3([C]4C(=O)N(C(=O)[C]4[C]4[C][C][C][N@]34)C3=[C]C(=[C][C]=C3[C])Cl)C2=[C]1)[C][C]	
 ZINC000071328589,IHAAMN.xaa_ligand_2918_docked.pdbqt,7.0,-4.84555,5.34449,0.25548,-0.83109,n1(c2=[C][C]=C([C]=c2c2[nH]c(=S)n([C])c(=O)c12)O[C])[C]C(=O)NC1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000071333835,IHAAMN.xaa_ligand_2919_docked.pdbqt,3.0,-4.99031,5.12779,0.10057,-0.35219,[C]1([C][C]([C@@]2(C(=O)NC3=C2[C]=C([C]=[C]3)Cl)N1)C(=O)NC1=[C][C]=C([C]=[C]1)F)[C][C]S[C]	
 ZINC000071333830,IHAAMN.xaa_ligand_2920_docked.pdbqt,6.0,-4.57331,4.9988,0.6745,-0.10067,[C]1([C][C]([C@@]2(C(=O)NC3=C2[C]=C([C]=[C]3)Cl)N1)C(=O)NC1=[C][C]=C([C]=[C]1)F)[C][C]S[C]	
 ZINC000009963362,IHAAMN.xaa_ligand_2921_docked.pdbqt,1.0,-6.76624,5.37889,0.07286,-1.26177,C(=O)(C1=[C][C]=[C][C]=C1O[C]C1=[C][C]=C([C]=[C]1)F)O[C]C(=O)NC(=O)C1=[C][C]=[C][C]=C1O[C]	
 ZINC000009969926,IHAAMN.xaa_ligand_2922_docked.pdbqt,8.0,-4.69403,5.38296,0.04209,-1.82674,C1(=[C]N=C(NC1=O)S[C]C(=O)NC1=[C][C]=[C]C(=[C]1)[C])S(=O)(=O)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000009970925,IHAAMN.xaa_ligand_2923_docked.pdbqt,9.0,-5.75865,5.19224,0.01811,-0.83488,C1(=[C][C]=[C][C]=C1NS(=O)(=O)C1=[C][C]=C([C]=[C]1)NC(=O)[C])C(=O)NC1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000072310693,IHAAMN.xaa_ligand_2924_docked.pdbqt,1.0,-5.05728,5.08042,0.41537,-1.46112,[C]1([C][C][C][C]1[N@@]1[C][C]N([C][C]1)C1=[C]C(=[C][C]=[C]1)Cl)OC(=O)[C][C][C][C][C]NC(=O)[C]	
 ZINC000009980150,IHAAMN.xaa_ligand_2925_docked.pdbqt,9.0,-5.26527,5.39554,0.08194,-1.0721,[C](C(=O)NC1=[C]C(=C([C]=[C]1)NC(=O)[C])Cl)[C]c1c([nH]n(c1=O)C1=[C][C]=C([C]=[C]1)F)[C]	
 ZINC000012159929,IHAAMN.xaa_ligand_2926_docked.pdbqt,5.0,-4.77983,5.00345,0.20898,-1.42958,O=C(N[C][C](C1=[C][C]=C([C]=[C]1)F)N1[C][C][C][C]1)[C][C][C@@]1([C][C]C(=O)N1)[C]C1=[C]S[C]=[C]1	
 ZINC000032910559,IHAAMN.xaa_ligand_2927_docked.pdbqt,6.0,-5.20957,5.33489,0.20235,-0.94458,O(C(=O)[C][C][C]Sc1nc2[C]=[C][C]=[C]c2s1)[C]C(=O)NC(=O)C1=[C][C]=[C][C]=C1O[C]	
 ZINC000009984334,IHAAMN.xaa_ligand_2928_docked.pdbqt,4.0,-4.97654,5.83758,0.21115,-2.54558,C(=O)(Nc1c(n(n(c1=O)C1=[C][C]=[C][C]=[C]1)[C])[C])[C]Sc1nc(c([C])[nH]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000072310694,IHAAMN.xaa_ligand_2929_docked.pdbqt,4.0,-4.6119,5.16237,0.17683,-1.74258,[C]1([C][C][C][C]1[N@@]1[C][C]N([C][C]1)C1=[C]C(=[C][C]=[C]1)Cl)OC(=O)[C][C][C][C][C]NC(=O)[C]	
 ZINC000012159936,IHAAMN.xaa_ligand_2930_docked.pdbqt,7.0,-5.06758,5.06807,0.12407,-1.06893,O=C(N[C][C](C1=[C][C]=C([C]=[C]1)F)N1[C][C][C][C]1)[C][C][C@@]1([C][C]C(=O)N1)[C]C1=[C]S[C]=[C]1	
 ZINC000072310695,IHAAMN.xaa_ligand_2931_docked.pdbqt,8.0,-4.41213,5.13876,0.32495,-1.87106,[C]1([C][C][C][C]1[N@@]1[C][C]N([C][C]1)C1=[C][C]=[C]C(=[C]1)Cl)OC(=O)[C][C][C][C][C]NC(=O)[C]	
 ZINC000072310696,IHAAMN.xaa_ligand_2932_docked.pdbqt,3.0,-4.81682,5.01968,0.07055,-1.32827,[C]1([C][C][C][C]1[N@@]1[C][C]N([C][C]1)C1=[C][C]=[C]C(=[C]1)Cl)OC(=O)[C][C][C][C][C]NC(=O)[C]	
 ZINC000016033763,IHAAMN.xaa_ligand_2933_docked.pdbqt,6.0,-5.6005,5.63385,0.03568,-0.89156,C1(=C2C(=[C][C]=[C]1)[C@@]1([C]3C(=O)N(C(=O)[C]3[C]3[C][C][C][N@]13)C1=[C]C(=[C][C]=C1[C])Cl)C(=O)N2)[C][C]	
 ZINC000009742530,IHAAMN.xaa_ligand_2934_docked.pdbqt,3.0,-5.19464,5.30632,0.18792,-0.71631,c1(c(c2=C(N=[C]N=c2s1)N1[C][C]N([C][C]1)[C])[C])C(=O)NC1=C([C]=[C]C(=[C]1)Cl)O[C]	
 ZINC000012440155,IHAAMN.xaa_ligand_2935_docked.pdbqt,8.0,-5.18043,5.1174,0.42251,-1.77679,C1(=[C][C]=C([C]=[C]1)O[C]1[C][C]N([C][C]1)[C]C1=[C][C]=[C][C]=N1)C(=O)N[C][C]C1=NC(=[C]C(=N1)[C])[C]	
 ZINC000010030602,IHAAMN.xaa_ligand_2936_docked.pdbqt,1.0,-5.8988,5.02951,0.14248,-0.62626,O=C(N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]O1)[C]1[C][C][C]N(C(=O)C2=[C][C]=C([C]=[C]2)Cl)[C]1	
 ZINC000010030613,IHAAMN.xaa_ligand_2937_docked.pdbqt,7.0,-4.87298,5.02982,0.08538,-1.15271,O=C(N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]O1)[C]1[C][C][C]N(C(=O)C2=[C][C]=C([C]=[C]2)Cl)[C]1	
 ZINC000010030610,IHAAMN.xaa_ligand_2938_docked.pdbqt,8.0,-4.67641,4.91751,0.37742,-1.18704,O=C(N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]O1)[C]1[C][C][C]N(C(=O)C2=[C][C]=C([C]=[C]2)Cl)[C]1	
 ZINC000010030606,IHAAMN.xaa_ligand_2939_docked.pdbqt,2.0,-5.33497,5.14777,0.04887,-1.01748,O=C(N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]O1)[C]1[C][C][C]N(C(=O)C2=[C][C]=C([C]=[C]2)Cl)[C]1	
 ZINC000015879595,IHAAMN.xaa_ligand_2940_docked.pdbqt,4.0,-5.45493,4.84515,0.11148,-0.60411,[C](O)([C]N1[C][C][C]([C][C]1)C(=O)O[C][C])[C]OC1=[C][C]=C2[C]=C([C]=[C]C2=[C]1)Br	
 ZINC000010065979,IHAAMN.xaa_ligand_2941_docked.pdbqt,1.0,-5.26226,5.036,0.26619,-0.63526,N(C(=O)C1=[C]C2=C([C]=[C]1)N=[C]S2)(c1nc2[C]=C3C(=[C]c2s1)O[C]O3)[C][C]N([C])[C]	
 ZINC000016037901,IHAAMN.xaa_ligand_2942_docked.pdbqt,4.0,-5.92841,5.87815,0.23955,-1.33034,c1(nn(c2c(n(c(c12)O)C1=[C][C]=C([C]=[C]1)C(=O)[C])O)C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000016038901,IHAAMN.xaa_ligand_2943_docked.pdbqt,5.0,-5.27495,5.3745,0.06067,1.01942,N1(C(=O)[C]2[C]([C]3C4=C([C]=[C][C]=[C]4)[C]=[C]N3[C]2C(=O)C([C])([C])[C])C1=O)C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000012218340,IHAAMN.xaa_ligand_2944_docked.pdbqt,2.0,-5.37083,5.54784,0.06218,-0.68533,C1(=[C]C2=C([C]=C([C]=[C]2)Cl)N(C1=O)[C]C1=[C][C]=[C][C]=N1)[C]N1[C][C][C]([C][C]1)C(=O)O[C][C]	
 ZINC000016045384,IHAAMN.xaa_ligand_2945_docked.pdbqt,2.0,-5.78391,5.45583,0.42041,-1.55603,C(=O)(N[C]C(=O)NC1=[C][C]=C(C(=C1F)F)F)[C]([C])N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000016045383,IHAAMN.xaa_ligand_2946_docked.pdbqt,5.0,-5.43685,5.32817,0.26063,-1.20981,C(=O)(N[C]C(=O)NC1=[C][C]=C(C(=C1F)F)F)[C]([C])N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000010233190,IHAAMN.xaa_ligand_2947_docked.pdbqt,1.0,-5.20935,5.20798,0.19589,-1.36207,C1(=[C][C]=c2c(=O)c3c(C(=O)N([C]3C3=[C][C]=C([C]=[C]3)O[C]([C])[C])[C][C]N([C])[C])oc2=[C]1)O[C]	
 ZINC000010233110,IHAAMN.xaa_ligand_2948_docked.pdbqt,3.0,-4.94702,5.12648,0.22272,-1.32482,[C]1(c2c(C(=O)N1[C][C]N([C])[C])oc1=[C]C(=C([C]=c1c2=O)[C])[C])C1=[C]C(=C([C]=[C]1)O[C])O[C]	
 ZINC000010233189,IHAAMN.xaa_ligand_2949_docked.pdbqt,3.0,-4.93064,5.12664,0.12001,-1.38775,C1(=[C]c2c([C]=[C]1)c(=O)c1c(C(=O)N([C]1C1=[C][C]=[C]C(=[C]1)O[C]([C])[C])[C][C]N([C])[C])o2)O[C]	
 ZINC000016045532,IHAAMN.xaa_ligand_2950_docked.pdbqt,4.0,-5.62729,5.65828,0.19443,-1.53753,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C][C]=[C]1)[C]OC(=O)[C]C1=[C]OC2=C1[C]=[C]C(=[C]2)[C])C(=O)O[C][C]	
 ZINC000010233109,IHAAMN.xaa_ligand_2951_docked.pdbqt,4.0,-4.85279,5.07966,0.23648,-1.30841,[C]1(c2c(C(=O)N1[C][C]N([C])[C])oc1=[C]C(=C([C]=c1c2=O)[C])[C])C1=[C][C]=C(C(=[C]1)O[C])O[C]	
 ZINC000016045531,IHAAMN.xaa_ligand_2952_docked.pdbqt,9.0,-5.37847,5.20039,0.15511,-1.81517,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C][C]=[C]1)[C]OC(=O)[C]C1=[C]OC2=[C]C(=[C][C]=C12)[C])C(=O)O[C][C]	
 ZINC000035421904,IHAAMN.xaa_ligand_2953_docked.pdbqt,8.0,-5.49012,5.70133,0.01917,-1.21732,N(C(=O)C1=[C][C]=C(C(=[C]1)Cl)F)([C][C]([C])C1=[C][C]=[C][C]=[C]1)[C][C]C(=O)N1[C][C]N[C][C]1	
 ZINC000000892616,IHAAMN.xaa_ligand_2954_docked.pdbqt,7.0,-5.12116,5.09368,0.12269,-0.98974,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C]C(=N1)[C])NC(=O)C1=[C]C(=[C][C]=C1O[C])Cl	
 ZINC000035421906,IHAAMN.xaa_ligand_2955_docked.pdbqt,7.0,-4.73939,5.37185,0.01866,-2.94271,N(C(=O)C1=[C][C]=C([C]=[C]1)C(F)(F)F)([C][C]([C])C1=[C][C]=[C][C]=[C]1)[C][C]C(=O)N1[C][C]N[C][C]1	
 ZINC000010265614,IHAAMN.xaa_ligand_2956_docked.pdbqt,1.0,-5.83569,5.32156,0.20377,-1.64892,[C](C1=[C]C(=O)OC2=C1[C]=C(C(=[C]2)[C])[C]([C])[C])OC(=O)C1=C([C]=[C][C]=[C]1)NS(=O)(=O)[C]	
 ZINC000000892625,IHAAMN.xaa_ligand_2957_docked.pdbqt,1.0,-5.98488,5.0033,0.2633,-0.96546,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C]C(=N1)[C])NC(=O)C1=[C][C]=C([C]=C1O[C])S[C]	
 ZINC000009550184,IHAAMN.xaa_ligand_2958_docked.pdbqt,6.0,-5.55882,5.28409,0.3034,-1.89815,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C][C]=[C]1)[C]OC(=O)[C][C]C1=[C]NC2=C1[C]=[C][C]=[C]2)C(=O)O[C][C]	
 ZINC000022751436,IHAAMN.xaa_ligand_2959_docked.pdbqt,4.0,-5.91415,5.41336,0.08947,-1.05781,C1(=[C][C]=c2c(=O)n3[C][C][C]=[C][C][C]c3nc2=[C]1)C(=O)N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]O1	
 ZINC000022697249,IHAAMN.xaa_ligand_2960_docked.pdbqt,1.0,-5.09457,5.3014,0.12072,-0.27669,[C](C1=C([C]=C(N(C1=O)[C][C])[C])O)(N1[C][C][C]([C][C]1)C(=O)O[C][C])C1=[C][C]=C([C]=[C]1)S[C]	
 ZINC000010319131,IHAAMN.xaa_ligand_2961_docked.pdbqt,9.0,-5.32464,5.46572,0.13934,-1.17784,C1(=[C]C(=[C][C]=C1O[C])C(=O)NO[C]C1=[C][C]=[C][C]=[C]1)S(=O)(=O)NC1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000071775382,IHAAMN.xaa_ligand_2962_docked.pdbqt,7.0,-4.77536,5.11126,0.21506,-1.02752,N1([C][C]N([C][C]1)[C](C1=[C][C]=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1)[C]C(=O)NC1=C(S[C]=[C]1)C(=O)O[C]	
 ZINC000010324838,IHAAMN.xaa_ligand_2963_docked.pdbqt,4.0,-5.79939,5.75418,0.02171,-1.19458,N(C1=[C][C]=[C]C(=[C]1)C1=NN(C(=O)[C]=[C]1)[C])S(=O)(=O)C1=C([C]=[C]C(=[C]1)[C]([C])[C])O[C][C]	
 ZINC000012875626,IHAAMN.xaa_ligand_2964_docked.pdbqt,2.0,-6.82658,5.53014,0.03137,-0.38434,[C](N1[C][C][C][C]([C]1)C(=O)N1[C][C]O[C][C]1)(C1=[C][C]=[C][C]=[C]1)C(=O)C1=[C]NC2=C1[C]=[C][C]=[C]2	
 ZINC000012788247,IHAAMN.xaa_ligand_2965_docked.pdbqt,6.0,-5.33138,5.27817,0.14871,-1.09186,C1(=[C][C]=C2C(=O)N(C(=O)C2=[C]1)[C]C1=[C][C]=[C]O1)C(=O)N[C][C](N1[C][C][C][C]1)C1=[C][C]=[C]S1	
 ZINC000021929240,IHAAMN.xaa_ligand_2966_docked.pdbqt,2.0,-6.1956,5.54087,0.16946,-0.66031,[C]N1N=[C]C2=C1[N]C(=N[C]2N[C]C1=[C][C]=C([C]=[C]1)Cl)N1[C][C]N([C][C]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000012875632,IHAAMN.xaa_ligand_2967_docked.pdbqt,1.0,-5.89986,5.56314,0.18496,-1.03566,[C](N1[C][C][C][C]([C]1)C(=O)N1[C][C]O[C][C]1)(C1=[C][C]=[C][C]=[C]1)C(=O)C1=[C]NC2=C1[C]=[C][C]=[C]2	
 ZINC000010381915,IHAAMN.xaa_ligand_2968_docked.pdbqt,7.0,-5.46897,5.14217,0.03875,-0.5359,C1(=[C][C]=C([C]=[C]1)NC(=O)C1=[C]C2=C([C]=[C]1)N=[C]S2)S(=O)(=O)NC1=NC(=[C]C(=N1)[C])[C]	
 ZINC000032911003,IHAAMN.xaa_ligand_2969_docked.pdbqt,1.0,-5.52427,6.10273,0.15211,-1.00028,C1(=[C]c2c([C]=[C]1)[nH]c(n2)[C]Sc1nc2[C]=[C]C(=[C]c2[nH]1)O[C])S(=O)(=O)N([C][C])[C][C]	
 ZINC000000913101,IHAAMN.xaa_ligand_2970_docked.pdbqt,2.0,-5.35299,5.11059,0.28064,0.01207,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C][C]=N1)NC(=O)[C]1C([C])([C]1[C]=C(Cl)Cl)[C]	
 ZINC000000913106,IHAAMN.xaa_ligand_2971_docked.pdbqt,1.0,-5.56513,5.05838,0.11154,-0.04849,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C][C]=N1)NC(=O)[C]1C([C])([C])[C]1[C]=C(Cl)Cl	
 ZINC000000913109,IHAAMN.xaa_ligand_2972_docked.pdbqt,9.0,-5.08849,5.29615,0.17996,-0.13515,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C][C]=N1)NC(=O)[C]1C([C])([C]1[C]=C(Cl)Cl)[C]	
 ZINC000000913103,IHAAMN.xaa_ligand_2973_docked.pdbqt,1.0,-5.59061,5.47896,0.26313,-0.67359,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C][C]=N1)NC(=O)[C]1C([C])([C]1[C]=C(Cl)Cl)[C]	
 ZINC000016101357,IHAAMN.xaa_ligand_2974_docked.pdbqt,9.0,-5.27271,5.67217,0.27269,-1.59952,C1(=[N]=C(N=C([N]1)[C]S[C]1N=C([N]N1)C1=[C][C]=C([C]=[C]1)O[C])N)NC1=[C][C]=[C][C]=C1[C][C]	
 ZINC000034836474,IHAAMN.xaa_ligand_2975_docked.pdbqt,2.0,-4.59632,5.62415,0.02157,-0.94395,[C]c1nn(c(c1[C]N([C]1[C][C]1)[C]C1=[C][C]=[C]N1[C])N1[C][C]N([C][C]1)[C])C1=[C][C]=C([C]=[C]1)F	
 ZINC000034836530,IHAAMN.xaa_ligand_2976_docked.pdbqt,1.0,-5.16593,5.42732,0.32935,-0.91417,c1(c(n(nc1[C])C1=[C][C]=[C]C(=[C]1)F)N1[C][C]N([C][C]1)[C][C])[C]N([C][C])[C]C1=[C][C]=[C]N1[C]	
 ZINC000012244254,IHAAMN.xaa_ligand_2977_docked.pdbqt,7.0,-4.91241,5.45201,0.02898,-1.01412,[C]C1=C([C]=NN1C1=N[C]=C(C(=N1)C1=[C][C]=[C]S1)[C])C(=O)N1[C][C][N@]([C][C]1)[C]1[C][C][C][C]1	
 ZINC000022697252,IHAAMN.xaa_ligand_2978_docked.pdbqt,1.0,-4.97407,5.4254,0.05481,-0.02292,[C](C1=C([C]=C(N(C1=O)[C][C])[C])O)(N1[C][C][C]([C][C]1)C(=O)O[C][C])C1=[C][C]=C([C]=[C]1)S[C]	
 ZINC000000917594,IHAAMN.xaa_ligand_2979_docked.pdbqt,7.0,-5.72179,5.45154,0.06973,-0.87934,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=NC(=[C][C]=N1)[C])NC(=O)c1c([C])onc1C1=[C][C]=[C][C]=[C]1	
